family,n_samp_obs,sample_type_DA,adj_p_val,FC_LimuVCoral,FC_LimuVCCA,FC_CoralVCCA,class,103928,103934,103945,103949,103958,103960,103961,103974,103975,103980,103983,103986,103994,103995,103999,104001,104003,104004,104007,104012,104015,104019,104020,104025,104029,104030,104037,104038,104041,104043,104051,104053,104055,104061,104063,104067,104069,104073,104077,104079,104095,104103,104105,104121,104129,104133,104134,104145,104146,104149,104152,104157,104165,104166,104169,104171,104174,104175,104177,104185,104187,104188,104191,104193,104211,104216,104219,104220,104222,104224,104225,104248,104259,104261,104266,104272,104274,104283,104285,104291,104292,104303,104305,104307,104311,104312,104314,104315,104321,104325,104329,104330,104341
67-14,4,NA,0.251229295445111,0,-Inf,-Inf,Thermoleophilia,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667e-05,0,0,0,0,0,0,0,0,0,0,0.000133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4b,55,CoralCCA,6.88792251861473e-05,-12.2538474849874,-12.3469907359939,-0.093143251006479,Anaerolineae,0.0174,0.0198,0,0,0.00206666666666667,0,0.012,0.0138666666666667,0.0495333333333333,0,0,0.0129333333333333,0.0940666666666667,0,0.0248666666666667,0.000733333333333334,0,0.0132666666666667,0.00786666666666667,0,0,0.0214666666666667,0,0.0337333333333333,0,0.00266666666666667,0.000133333333333333,0.00133333333333333,0.00366666666666667,0,0.0161333333333333,0,0,8e-04,0,0.0304,0,6.66666666666667e-05,0.001,0.0295333333333333,0.0259333333333333,0,0,0.0905333333333333,0.0296666666666667,0,0,0,0.0432666666666667,0.0155333333333333,0.000533333333333333,0.0102666666666667,0,0.00926666666666667,0,0.0274,0.00146666666666667,0,0.0602666666666667,4e-04,0,0.00926666666666667,0.0129333333333333,0.0158,0,0.0477333333333333,0.00226666666666667,0,0.0470666666666667,0.0228,6.66666666666667e-05,0,0.0245333333333333,0,0.000266666666666667,0.0183333333333333,0,0,0.021,0,0.000133333333333333,0,0,4e-04,0,0,0,0.0121333333333333,0,0.0500666666666667,0.0135333333333333,0.016,0.0482
AB1,3,NA,0.571571129983858,Inf,-0.748938235832282,-Inf,Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126666666666667,0,0,0,0,0,0,0,0.00366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667e-05,0,0,0,0
AEGEAN-169_marine_group,6,NA,0.404323631001852,1.66985139830767,1.71049338280502,0.0406419844973461,Alphaproteobacteria,6.66666666666667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333333333333,0,0,0,6.66666666666667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333333333333,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667e-05,0,0,0,0,0,0,0,0,6.66666666666667e-05,0,0,0,0,0,0,0
AKAU4049_fa,1,NA,0.532515741603685,0,-Inf,-Inf,AKAU4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667e-05,0,0
AKYG1722,52,CoralCCA,3.08473146896342e-05,-4.48800077083407,-4.99824565855456,-0.510244887720496,Chloroflexia,0.000333333333333333,0,0,0.00266666666666667,0.000466666666666667,0,0.00146666666666667,2e-04,0.002,0,0,6.66666666666667e-05,2e-04,0.000933333333333333,0.000266666666666667,8e-04,0,8e-04,0.00253333333333333,0,0,0.000466666666666667,0,0.00106666666666667,0.000666666666666667,0.002,8e-04,0.00113333333333333,0.001,0,0,0,0,0,0,0.0022,0,0.000333333333333333,0,6.66666666666667e-05,0.00133333333333333,0,0,2e-04,0.0018,4e-04,0,0,0.000933333333333333,6.66666666666667e-05,2e-04,0.000333333333333333,0,0,0,0.000133333333333333,0.000133333333333333,0,0,0.000533333333333333,0,0.0064,0.00166666666666667,0.000466666666666667,0,0.00166666666666667,0.0056,0,0.00146666666666667,0.00313333333333333,0,0,0.00133333333333333,0,0.000133333333333333,0.001,0.000666666666666667,0,0,0,0.000533333333333333,0.0012,0,0,4e-04,0,0,0.000333333333333333,0,0,0.000933333333333333,0.00206666666666667,0.0018
AT-s2-59_fa,57,NA,0.744354163354883,-0.521574672345565,-0.575908278453206,-0.0543336061076406,Gammaproteobacteria,0.00126666666666667,8e-04,0,0.00153333333333333,0.000666666666666667,0.0018,0,0,0.00133333333333333,6e-04,0,0,0,0.000333333333333333,0,0.00186666666666667,0.0012,0.000533333333333333,0,0,0,0,0,0.00126666666666667,0,0.00106666666666667,6e-04,0.00133333333333333,0,0.002,0.00146666666666667,0.000933333333333333,0,0,0,6e-04,0,8e-04,6.66666666666667e-05,0,4e-04,2e-04,0.000266666666666667,0,0.00133333333333333,0,0.000266666666666667,0.000466666666666667,0.000866666666666667,0,0.00126666666666667,0,0,0.000666666666666667,0.000533333333333333,0.000133333333333333,0.00293333333333333,0,0,4e-04,0,0,0.00206666666666667,0.00133333333333333,0.000466666666666667,0,0,6e-04,8e-04,0.000866666666666667,0.000266666666666667,4e-04,0.000866666666666667,0.00106666666666667,0.00253333333333333,0.000333333333333333,0,0.00186666666666667,6e-04,0,0,0.0018,0,0,0.001,0.00133333333333333,0,0.000466666666666667,0.000266666666666667,0.000533333333333333,0.00226666666666667,0.00186666666666667,0.00106666666666667
AT-s3-44_fa,61,Coral,0.00226362490403804,-3.11626968931072,-2.31187443022344,0.804395259087276,Alphaproteobacteria,0.001,0.00926666666666667,0,0,0.000733333333333333,0.000933333333333333,0.00386666666666667,0.00333333333333333,0.000266666666666667,0,0,0.0066,0.000933333333333333,0.002,0.0026,0.001,0.000533333333333333,0.00686666666666667,0,0,0,0,0,0.000733333333333333,0,0.00253333333333333,0.000133333333333333,0,0,0.000466666666666667,0.00213333333333333,0.000533333333333333,0,6e-04,0,0.00113333333333333,0,0.000133333333333333,0.000333333333333333,0.0024,0.0022,0.000133333333333333,0,0.00446666666666667,0.0022,0,0,0,0.00493333333333333,0.0042,0.000266666666666667,0.0024,0,4e-04,0.000266666666666667,0,0.00173333333333333,0,0.0028,0.000466666666666667,0,0.00126666666666667,0.00106666666666667,0.00506666666666667,6e-04,0.00753333333333333,0.00153333333333333,0.000333333333333333,0.00753333333333333,0,0,4e-04,0.002,0,4e-04,0.00413333333333333,0.00206666666666667,0.000333333333333333,0.0094,0,0,0,0,0,0.00453333333333333,6e-04,0,0.00206666666666667,6.66666666666667e-05,0.00326666666666667,0.000533333333333333,0.000266666666666667,0.00193333333333333
Acaryochloridaceae,30,NA,0.0906253363291825,-0.198904068414078,-3.69224065591908,-3.49333658750501,Cyanobacteriia,0.000133333333333333,0,0,0,0,0,0,2e-04,0.0022,0,0,0,0,0,0.00173333333333333,0,0,0,0.00866666666666667,0,0,0,0,0.000333333333333333,0,0.00266666666666667,0,0.0431333333333333,0.000866666666666667,0,0.000333333333333333,0.000133333333333333,0,0,0,0.000466666666666667,0,0,0,0,0,0,0,0,0.0012,0,0,0,2e-04,0,0,2e-04,0,6.66666666666667e-05,0,0,0.0034,0,0.00273333333333333,6.66666666666667e-05,0,0,0.000733333333333333,0.000133333333333333,0,0,0.000333333333333333,0.000533333333333333,0,0,0,0.000133333333333333,2e-04,0,0,0,0.00126666666666667,0.000133333333333333,0,0,0,0,0,0,0,0.000866666666666667,0,0,0,0,0.000266666666666667,0,2e-04
