featureID,X,Y,Z,p_val,sum_sq,f_val,tuk_Coral_CCA_diff,tuk_Coral_CCA_p,tuk_Limu_CCA_diff,tuk_Limu_CCA_p,tuk_Limu_Coral_diff,tuk_Limu_Coral_p,adj_p_val,Limu_MA,Coral_MA,CCA_MA,sample_type_DA,CCA,Coral,Limu,MeanDecreaseAccuracy,MeanDecreaseGini,RF_selection,LM_selection,transp
id_10,-0.00410660846032083,-0.0131698562820189,0.0040225219418369,0.362339973044259,37.8515084965481,1.02554820782959,0.855650815955052,0.651997431658233,1.58357582613715,0.341449276073727,0.727925010182095,0.785870789403663,0.415237072125564,7.21072893065261,6.48280392047052,5.62715310451546,,0,0,0,0,0,Not Important,Not Significant,0.2
id_1000,-0.00421334716258095,-0.00914830529312912,0.00808845740447837,0.163639815895701,51.4300349491014,1.84325065672842,0.99069914155298,0.469985884760898,1.84772242738646,0.147611471848882,0.857023285833484,0.643642512646456,0.212957247695088,3.34781211081825,2.49078882498477,1.50008968343179,,0,0,0,0,0,Not Important,Not Significant,0.2
id_10001,-0.0138780187963067,-0.000431603784629307,-0.00654586276603081,0.025300942811055,11.7580816005372,3.81548644058804,-0.434979048426252,0.270381278789987,0.42947720287013,0.387416637676497,0.864456251296381,0.0207583619449515,0.0517323669459856,0.272534354393926,-0.591921896902456,-0.156942848476204,Limu,0,0,0,0,0,Not Important,Not Significant,0.2
id_10005,-0.00583236901194772,-0.000284728670331559,-0.0115228174108265,0.0130699901914978,29.636798390406,4.53113022919121,-1.20000204639398,0.0111727274730281,-0.371143221037098,0.714283053295687,0.828858825356884,0.177756359117712,0.033396478744392,0.258808331717822,-0.570050493639063,0.629951552754919,CCA,0,0,0,0,0,Not Important,Not Significant,0.2
id_10007,-0.0169310233844206,0.00214613939953864,-0.000557907788647587,0.0578156234945609,4.1089722331461,2.93331586672937,0.0827527137516201,0.89953221745452,0.508647208308709,0.0577541411981075,0.425894494557088,0.120245770986951,0.0934096352307309,-0.250821985576506,-0.676716480133594,-0.759469193885214,,0,0,0,0,0,Not Important,Not Significant,0.2
id_10008,-0.0155051356267708,-0.000884894336078085,0.0118271748177421,6.15377497896875e-06,72.8021183443298,13.5604805595501,-0.328195585226363,0.648840024736936,1.7850733548985,0.000200015625585803,2.11326894012486,6.15513329460526e-06,8.01982260204115e-05,1.78221949351104,-0.331049446613817,-0.0028538613874538,Limu,0,0.000307692307692308,0,0.000117647058823529,0.0248080808080808,Not Important,Significant,0.8
id_1001,-0.00609051915712125,-0.00828328706012134,0.0143286825736905,0.516113622508756,8.48500425424803,0.66582256863173,0.325275634750475,0.835575370039349,0.76274705137713,0.484088742411947,0.437471416626654,0.777225499484289,0.562944083922741,1.73342760237441,1.29595618574776,0.970680550997284,,0,0,0,0,0,Not Important,Not Significant,0.2
id_10010,-0.000642714444287559,-0.00541267797249331,0.00510292799443486,0.525886121870198,17.6677640512784,0.646818595841636,-0.940749136183277,0.498560814273642,-0.618729342434854,0.799098439437124,0.322019793748423,0.938121324197992,0.572517819078477,1.70748782424937,1.38546803050095,2.32621716668423,,0,0,0,0,0.0150936270653029,Not Important,Not Significant,0.2
id_10014,-0.0181263409954815,0.00241971600797624,-0.000462117334363774,0.0408400928252066,3.65171140647447,3.30258482017065,0.150627064633805,0.642526191213176,0.497373232840611,0.0324596903497066,0.346746168206806,0.167498036995343,0.0711513064662989,-0.329970311926788,-0.676716480133594,-0.8273435447674,Limu,0,0,0,0,0,Not Important,Not Significant,0.2
id_10019,-0.00155585236841479,-0.011155477958061,0.00306812026127672,0.141966480772468,29.0372485006583,1.99077460662033,0.565620276492658,0.623351461737436,-0.810850741803159,0.488500222916552,-1.37647101829582,0.11946540391034,0.189677873512556,1.50110631763912,2.87757733593493,2.31195705944228,,0,0,0,0,0.00388235294117646,Not Important,Not Significant,0.2
id_10020,-0.00634466668613102,-0.00240360943462919,0.00438264136943176,0.469776843042365,8.97722368950152,0.761234120718099,-0.655843845587553,0.457216851300799,-0.516129429640924,0.697132026193842,0.139714415946629,0.972520356797159,0.518725348761065,0.563544853628431,0.423830437681801,1.07967428326935,,0,0,0.000222222222222222,5.26315789473684e-05,0.00666666666666667,Not Important,Not Significant,0.2
id_10024,-0.00948507785869853,0.00567256530356149,-0.00587241311349864,0.0173052411116012,13.7568052655969,4.22586034576407,-0.445824193014381,0.272323192965095,0.494374896426051,0.305571075808114,0.940199089440432,0.0133803050593537,0.0407600915935875,0.35849296668635,-0.581706122754082,-0.1358819297397,Limu,-2e-04,0,0,-5.55555555555556e-05,0.0263361344537815,Not Important,Not Significant,0.2
